CalendarKey,Date,DayOfMonth,Month,MonthLong,MonthName,MonthNr,YearMonth,MonthStart,MonthEnd,Quarter,QuarterName,QuarterNr,Year,IsoWeek,IsoYear,YearWeek,DayOfWeek,DayNameLong,DayNameShort,CurrentMonth,CurrentWeek,HolidayBE,HolidayDE,HolidayES,HolidayFR,HolidayNL,Weekend
20190114,2019-01-14,14,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,3,2019,201903,1,Monday,Mon,2019 Jan,3 - 2019,0,0,0,0,0,Weekday
20190115,2019-01-15,15,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,3,2019,201903,2,Tuesday,Tue,2019 Jan,3 - 2019,0,0,0,0,0,Weekday
20190116,2019-01-16,16,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,3,2019,201903,3,Wednesday,Wed,2019 Jan,3 - 2019,0,0,0,0,0,Weekday
20190117,2019-01-17,17,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,3,2019,201903,4,Thursday,Thu,2019 Jan,3 - 2019,0,0,0,0,0,Weekday
20190118,2019-01-18,18,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,3,2019,201903,5,Friday,Fri,2019 Jan,3 - 2019,0,0,0,0,0,Weekday
20190119,2019-01-19,19,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,3,2019,201903,6,Saturday,Sat,2019 Jan,3 - 2019,0,0,0,0,0,Weekend
20190120,2019-01-20,20,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,3,2019,201903,7,Sunday,Sun,2019 Jan,3 - 2019,0,0,0,0,0,Weekend
20190121,2019-01-21,21,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,4,2019,201904,1,Monday,Mon,2019 Jan,4 - 2019,0,0,0,0,0,Weekday
20190122,2019-01-22,22,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,4,2019,201904,2,Tuesday,Tue,2019 Jan,4 - 2019,0,0,0,0,0,Weekday
20190123,2019-01-23,23,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,4,2019,201904,3,Wednesday,Wed,2019 Jan,4 - 2019,0,0,0,0,0,Weekday
20190124,2019-01-24,24,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,4,2019,201904,4,Thursday,Thu,2019 Jan,4 - 2019,0,0,0,0,0,Weekday
20190125,2019-01-25,25,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,4,2019,201904,5,Friday,Fri,2019 Jan,4 - 2019,0,0,0,0,0,Weekday
20190126,2019-01-26,26,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,4,2019,201904,6,Saturday,Sat,2019 Jan,4 - 2019,0,0,0,0,0,Weekend
20190127,2019-01-27,27,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,4,2019,201904,7,Sunday,Sun,2019 Jan,4 - 2019,0,0,0,0,0,Weekend
20190128,2019-01-28,28,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,5,2019,201905,1,Monday,Mon,2019 Jan,5 - 2019,0,0,0,0,0,Weekday
20190129,2019-01-29,29,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,5,2019,201905,2,Tuesday,Tue,2019 Jan,5 - 2019,0,0,0,0,0,Weekday
20190130,2019-01-30,30,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,5,2019,201905,3,Wednesday,Wed,2019 Jan,5 - 2019,0,0,0,0,0,Weekday
20190131,2019-01-31,31,2019 Jan,2019 January,Jan,1,201901,2019-01-01,2019-01-31,2019 Q1,Q1,1,2019,5,2019,201905,4,Thursday,Thu,2019 Jan,5 - 2019,0,0,0,0,0,Weekday
20190201,2019-02-01,1,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,5,2019,201905,5,Friday,Fri,2019 Feb,5 - 2019,0,0,0,0,0,Weekday
20190202,2019-02-02,2,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,5,2019,201905,6,Saturday,Sat,2019 Feb,5 - 2019,0,0,0,0,0,Weekend
20190203,2019-02-03,3,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,5,2019,201905,7,Sunday,Sun,2019 Feb,5 - 2019,0,0,0,0,0,Weekend
20190204,2019-02-04,4,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,6,2019,201906,1,Monday,Mon,2019 Feb,6 - 2019,0,0,0,0,0,Weekday
20190205,2019-02-05,5,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,6,2019,201906,2,Tuesday,Tue,2019 Feb,6 - 2019,0,0,0,0,0,Weekday
20190206,2019-02-06,6,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,6,2019,201906,3,Wednesday,Wed,2019 Feb,6 - 2019,0,0,0,0,0,Weekday
20190207,2019-02-07,7,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,6,2019,201906,4,Thursday,Thu,2019 Feb,6 - 2019,0,0,0,0,0,Weekday
20190208,2019-02-08,8,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,6,2019,201906,5,Friday,Fri,2019 Feb,6 - 2019,0,0,0,0,0,Weekday
20190209,2019-02-09,9,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,6,2019,201906,6,Saturday,Sat,2019 Feb,6 - 2019,0,0,0,0,0,Weekend
20190210,2019-02-10,10,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,6,2019,201906,7,Sunday,Sun,2019 Feb,6 - 2019,0,0,0,0,0,Weekend
20190211,2019-02-11,11,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,7,2019,201907,1,Monday,Mon,2019 Feb,7 - 2019,0,0,0,0,0,Weekday
20190212,2019-02-12,12,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,7,2019,201907,2,Tuesday,Tue,2019 Feb,7 - 2019,0,0,0,0,0,Weekday
20190213,2019-02-13,13,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,7,2019,201907,3,Wednesday,Wed,2019 Feb,7 - 2019,0,0,0,0,0,Weekday
20190214,2019-02-14,14,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,7,2019,201907,4,Thursday,Thu,2019 Feb,7 - 2019,0,0,0,0,0,Weekday
20190215,2019-02-15,15,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,7,2019,201907,5,Friday,Fri,2019 Feb,7 - 2019,0,0,0,0,0,Weekday
20190216,2019-02-16,16,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,7,2019,201907,6,Saturday,Sat,2019 Feb,7 - 2019,0,0,0,0,0,Weekend
20190217,2019-02-17,17,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,7,2019,201907,7,Sunday,Sun,2019 Feb,7 - 2019,0,0,0,0,0,Weekend
20190218,2019-02-18,18,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,8,2019,201908,1,Monday,Mon,2019 Feb,8 - 2019,0,0,0,0,0,Weekday
20190219,2019-02-19,19,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,8,2019,201908,2,Tuesday,Tue,2019 Feb,8 - 2019,0,0,0,0,0,Weekday
20190220,2019-02-20,20,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,8,2019,201908,3,Wednesday,Wed,2019 Feb,8 - 2019,0,0,0,0,0,Weekday
20190221,2019-02-21,21,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,8,2019,201908,4,Thursday,Thu,2019 Feb,8 - 2019,0,0,0,0,0,Weekday
20190222,2019-02-22,22,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,8,2019,201908,5,Friday,Fri,2019 Feb,8 - 2019,0,0,0,0,0,Weekday
20190223,2019-02-23,23,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,8,2019,201908,6,Saturday,Sat,2019 Feb,8 - 2019,0,0,0,0,0,Weekend
20190224,2019-02-24,24,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,8,2019,201908,7,Sunday,Sun,2019 Feb,8 - 2019,0,0,0,0,0,Weekend
20190225,2019-02-25,25,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,9,2019,201909,1,Monday,Mon,2019 Feb,9 - 2019,0,0,0,0,0,Weekday
20190226,2019-02-26,26,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,9,2019,201909,2,Tuesday,Tue,2019 Feb,9 - 2019,0,0,0,0,0,Weekday
20190227,2019-02-27,27,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,9,2019,201909,3,Wednesday,Wed,2019 Feb,9 - 2019,0,0,0,0,0,Weekday
20190228,2019-02-28,28,2019 Feb,2019 February,Feb,2,201902,2019-02-01,2019-02-28,2019 Q1,Q1,1,2019,9,2019,201909,4,Thursday,Thu,2019 Feb,9 - 2019,0,0,0,0,0,Weekday
20190301,2019-03-01,1,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,9,2019,201909,5,Friday,Fri,2019 Mar,9 - 2019,0,0,0,0,0,Weekday
20190302,2019-03-02,2,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,9,2019,201909,6,Saturday,Sat,2019 Mar,9 - 2019,0,0,0,0,0,Weekend
20190303,2019-03-03,3,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,9,2019,201909,7,Sunday,Sun,2019 Mar,9 - 2019,0,0,0,0,0,Weekend
20190304,2019-03-04,4,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,10,2019,201910,1,Monday,Mon,2019 Mar,10 - 2019,0,0,0,0,0,Weekday
20190305,2019-03-05,5,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,10,2019,201910,2,Tuesday,Tue,2019 Mar,10 - 2019,0,0,0,0,0,Weekday
20190306,2019-03-06,6,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,10,2019,201910,3,Wednesday,Wed,2019 Mar,10 - 2019,0,0,0,0,0,Weekday
20190307,2019-03-07,7,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,10,2019,201910,4,Thursday,Thu,2019 Mar,10 - 2019,0,0,0,0,0,Weekday
20190308,2019-03-08,8,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,10,2019,201910,5,Friday,Fri,2019 Mar,10 - 2019,0,0,0,0,0,Weekday
20190309,2019-03-09,9,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,10,2019,201910,6,Saturday,Sat,2019 Mar,10 - 2019,0,0,0,0,0,Weekend
20190310,2019-03-10,10,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,10,2019,201910,7,Sunday,Sun,2019 Mar,10 - 2019,0,0,0,0,0,Weekend
20190311,2019-03-11,11,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,11,2019,201911,1,Monday,Mon,2019 Mar,11 - 2019,0,0,0,0,0,Weekday
20190312,2019-03-12,12,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,11,2019,201911,2,Tuesday,Tue,2019 Mar,11 - 2019,0,0,0,0,0,Weekday
20190313,2019-03-13,13,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,11,2019,201911,3,Wednesday,Wed,2019 Mar,11 - 2019,0,0,0,0,0,Weekday
20190314,2019-03-14,14,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,11,2019,201911,4,Thursday,Thu,2019 Mar,11 - 2019,0,0,0,0,0,Weekday
20190315,2019-03-15,15,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,11,2019,201911,5,Friday,Fri,2019 Mar,11 - 2019,0,0,0,0,0,Weekday
20190316,2019-03-16,16,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,11,2019,201911,6,Saturday,Sat,2019 Mar,11 - 2019,0,0,0,0,0,Weekend
20190317,2019-03-17,17,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,11,2019,201911,7,Sunday,Sun,2019 Mar,11 - 2019,0,0,0,0,0,Weekend
20190318,2019-03-18,18,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,12,2019,201912,1,Monday,Mon,2019 Mar,12 - 2019,0,0,0,0,0,Weekday
20190319,2019-03-19,19,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,12,2019,201912,2,Tuesday,Tue,2019 Mar,12 - 2019,0,0,0,0,0,Weekday
20190320,2019-03-20,20,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,12,2019,201912,3,Wednesday,Wed,2019 Mar,12 - 2019,0,0,0,0,0,Weekday
20190321,2019-03-21,21,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,12,2019,201912,4,Thursday,Thu,2019 Mar,12 - 2019,0,0,0,0,0,Weekday
20190322,2019-03-22,22,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,12,2019,201912,5,Friday,Fri,2019 Mar,12 - 2019,0,0,0,0,0,Weekday
20190323,2019-03-23,23,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,12,2019,201912,6,Saturday,Sat,2019 Mar,12 - 2019,0,0,0,0,0,Weekend
20190324,2019-03-24,24,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,12,2019,201912,7,Sunday,Sun,2019 Mar,12 - 2019,0,0,0,0,0,Weekend
20190325,2019-03-25,25,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,13,2019,201913,1,Monday,Mon,2019 Mar,13 - 2019,0,0,0,0,0,Weekday
20190326,2019-03-26,26,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,13,2019,201913,2,Tuesday,Tue,2019 Mar,13 - 2019,0,0,0,0,0,Weekday
20190327,2019-03-27,27,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,13,2019,201913,3,Wednesday,Wed,2019 Mar,13 - 2019,0,0,0,0,0,Weekday
20190328,2019-03-28,28,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,13,2019,201913,4,Thursday,Thu,2019 Mar,13 - 2019,0,0,0,0,0,Weekday
20190329,2019-03-29,29,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,13,2019,201913,5,Friday,Fri,2019 Mar,13 - 2019,0,0,0,0,0,Weekday
20190330,2019-03-30,30,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,13,2019,201913,6,Saturday,Sat,2019 Mar,13 - 2019,0,0,0,0,0,Weekend
20190331,2019-03-31,31,2019 Mar,2019 March,Mar,3,201903,2019-03-01,2019-03-31,2019 Q1,Q1,1,2019,13,2019,201913,7,Sunday,Sun,2019 Mar,13 - 2019,0,0,0,0,0,Weekend
20190401,2019-04-01,1,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,14,2019,201914,1,Monday,Mon,2019 Apr,14 - 2019,0,0,0,0,0,Weekday
20190402,2019-04-02,2,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,14,2019,201914,2,Tuesday,Tue,2019 Apr,14 - 2019,0,0,0,0,0,Weekday
20190403,2019-04-03,3,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,14,2019,201914,3,Wednesday,Wed,2019 Apr,14 - 2019,0,0,0,0,0,Weekday
20190404,2019-04-04,4,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,14,2019,201914,4,Thursday,Thu,2019 Apr,14 - 2019,0,0,0,0,0,Weekday
20190405,2019-04-05,5,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,14,2019,201914,5,Friday,Fri,2019 Apr,14 - 2019,0,0,0,0,0,Weekday
20190406,2019-04-06,6,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,14,2019,201914,6,Saturday,Sat,2019 Apr,14 - 2019,0,0,0,0,0,Weekend
20190407,2019-04-07,7,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,14,2019,201914,7,Sunday,Sun,2019 Apr,14 - 2019,0,0,0,0,0,Weekend
20190408,2019-04-08,8,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,15,2019,201915,1,Monday,Mon,2019 Apr,15 - 2019,0,0,0,0,0,Weekday
20190409,2019-04-09,9,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,15,2019,201915,2,Tuesday,Tue,2019 Apr,15 - 2019,0,0,0,0,0,Weekday
20190410,2019-04-10,10,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,15,2019,201915,3,Wednesday,Wed,2019 Apr,15 - 2019,0,0,0,0,0,Weekday
20190411,2019-04-11,11,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,15,2019,201915,4,Thursday,Thu,2019 Apr,15 - 2019,0,0,0,0,0,Weekday
20190412,2019-04-12,12,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,15,2019,201915,5,Friday,Fri,2019 Apr,15 - 2019,0,0,0,0,0,Weekday
20190413,2019-04-13,13,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,15,2019,201915,6,Saturday,Sat,2019 Apr,15 - 2019,0,0,0,0,0,Weekend
20190414,2019-04-14,14,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,15,2019,201915,7,Sunday,Sun,2019 Apr,15 - 2019,0,0,0,0,0,Weekend
20190415,2019-04-15,15,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,16,2019,201916,1,Monday,Mon,2019 Apr,16 - 2019,0,0,0,0,0,Weekday
20190416,2019-04-16,16,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,16,2019,201916,2,Tuesday,Tue,2019 Apr,16 - 2019,0,0,0,0,0,Weekday
20190417,2019-04-17,17,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,16,2019,201916,3,Wednesday,Wed,2019 Apr,16 - 2019,0,0,0,0,0,Weekday
20190418,2019-04-18,18,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,16,2019,201916,4,Thursday,Thu,2019 Apr,16 - 2019,0,0,0,0,0,Weekday
20190419,2019-04-19,19,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,16,2019,201916,5,Friday,Fri,2019 Apr,16 - 2019,0,1,0,0,1,Weekday
20190420,2019-04-20,20,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,16,2019,201916,6,Saturday,Sat,2019 Apr,16 - 2019,0,0,0,0,0,Weekend
20190421,2019-04-21,21,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,16,2019,201916,7,Sunday,Sun,2019 Apr,16 - 2019,1,0,0,0,1,Weekend
20190422,2019-04-22,22,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,17,2019,201917,1,Monday,Mon,2019 Apr,17 - 2019,1,1,0,1,1,Weekday
20190423,2019-04-23,23,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,17,2019,201917,2,Tuesday,Tue,2019 Apr,17 - 2019,0,0,0,0,0,Weekday
20190424,2019-04-24,24,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,17,2019,201917,3,Wednesday,Wed,2019 Apr,17 - 2019,0,0,0,0,0,Weekday
20190425,2019-04-25,25,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,17,2019,201917,4,Thursday,Thu,2019 Apr,17 - 2019,0,0,0,0,0,Weekday
20190426,2019-04-26,26,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,17,2019,201917,5,Friday,Fri,2019 Apr,17 - 2019,0,0,0,0,0,Weekday
20190427,2019-04-27,27,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,17,2019,201917,6,Saturday,Sat,2019 Apr,17 - 2019,0,0,0,0,1,Weekend
20190428,2019-04-28,28,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,17,2019,201917,7,Sunday,Sun,2019 Apr,17 - 2019,0,0,0,0,0,Weekend
20190429,2019-04-29,29,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,18,2019,201918,1,Monday,Mon,2019 Apr,18 - 2019,0,0,0,0,0,Weekday
20190430,2019-04-30,30,2019 Apr,2019 April,Apr,4,201904,2019-04-01,2019-04-30,2019 Q2,Q2,2,2019,18,2019,201918,2,Tuesday,Tue,2019 Apr,18 - 2019,0,0,0,0,0,Weekday
20190501,2019-05-01,1,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,18,2019,201918,3,Wednesday,Wed,2019 May,18 - 2019,1,1,1,1,0,Weekday
20190502,2019-05-02,2,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,18,2019,201918,4,Thursday,Thu,2019 May,18 - 2019,0,0,0,0,0,Weekday
20190503,2019-05-03,3,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,18,2019,201918,5,Friday,Fri,2019 May,18 - 2019,0,0,0,0,0,Weekday
20190504,2019-05-04,4,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,18,2019,201918,6,Saturday,Sat,2019 May,18 - 2019,0,0,0,0,0,Weekend
20190505,2019-05-05,5,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,18,2019,201918,7,Sunday,Sun,2019 May,18 - 2019,0,0,0,0,0,Weekend
20190506,2019-05-06,6,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,19,2019,201919,1,Monday,Mon,2019 May,19 - 2019,0,0,0,0,0,Weekday
20190507,2019-05-07,7,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,19,2019,201919,2,Tuesday,Tue,2019 May,19 - 2019,0,0,0,0,0,Weekday
20190508,2019-05-08,8,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,19,2019,201919,3,Wednesday,Wed,2019 May,19 - 2019,0,0,0,1,0,Weekday
20190509,2019-05-09,9,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,19,2019,201919,4,Thursday,Thu,2019 May,19 - 2019,0,0,0,0,0,Weekday
20190510,2019-05-10,10,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,19,2019,201919,5,Friday,Fri,2019 May,19 - 2019,0,0,0,0,0,Weekday
20190511,2019-05-11,11,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,19,2019,201919,6,Saturday,Sat,2019 May,19 - 2019,0,0,0,0,0,Weekend
20190512,2019-05-12,12,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,19,2019,201919,7,Sunday,Sun,2019 May,19 - 2019,0,0,0,0,0,Weekend
20190513,2019-05-13,13,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,20,2019,201920,1,Monday,Mon,2019 May,20 - 2019,0,0,0,0,0,Weekday
20190514,2019-05-14,14,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,20,2019,201920,2,Tuesday,Tue,2019 May,20 - 2019,0,0,0,0,0,Weekday
20190515,2019-05-15,15,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,20,2019,201920,3,Wednesday,Wed,2019 May,20 - 2019,0,0,0,0,0,Weekday
20190516,2019-05-16,16,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,20,2019,201920,4,Thursday,Thu,2019 May,20 - 2019,0,0,0,0,0,Weekday
20190517,2019-05-17,17,2019 May,2019 May,May,5,201905,2019-05-01,2019-05-31,2019 Q2,Q2,2,2019,20,2019,201920,5,Friday,Fri,2019 May,20 - 2019,0,0,0,0,0,Weekday
